"id","tissue.pair","r","n","pvalue","qvalue"
"cg00292971","CRBLM-FCTX",0.171969643616738,102,0.0839338371602681,0.215226733888276
"cg00295325","CRBLM-FCTX",0.281898820871811,102,0.00409946238375087,0.0188174445834524
"cg00297600","CRBLM-FCTX",0.078298156879393,102,0.434080220829788,0.656171208436998
"cg00298951","CRBLM-FCTX",0.327142686629904,102,0.000790481440943184,0.00443994965032758
"cg00308665","CRBLM-FCTX",0.0318138013855749,102,0.750921834966313,0.880556276540279
"cg00311768","CRBLM-FCTX",0.00290307975838973,102,0.976897789787752,0.989130102354179
"cg00318573","CRBLM-FCTX",0.57359791954482,102,2.94853628103408e-10,4.26809727100304e-09
"cg00321478","CRBLM-FCTX",0.152164014601262,101,0.128748634532884,0.297014803718261
"cg00323915","CRBLM-FCTX",-0.0423188748140381,101,0.674343786340534,0.831736156224992
"cg00328227","CRBLM-FCTX",0.0516150446800033,102,0.606409496197825,0.786814497957449
"cg00332153","CRBLM-FCTX",0.317819354187567,102,0.00113356722833697,0.00610382353719907
"cg00333528","CRBLM-FCTX",0.0349254160734265,102,0.727473328271318,0.864635050580963
"cg00334507","CRBLM-FCTX",-0.0621904747760776,102,0.534630189699526,0.738996637103088
"cg00335286","CRBLM-FCTX",0.167831050623716,102,0.0917760933976686,0.231165348031722
"cg00347729","CRBLM-FCTX",0.0801814220078067,102,0.423071840360245,0.646321475990081
"cg00350296","CRBLM-FCTX",0.104904338857491,102,0.294029588061578,0.519745963616926
"cg00350478","CRBLM-FCTX",0.077759462955889,102,0.437258809821933,0.657500422592134
"cg00384537","CRBLM-FCTX",0.0216856802980932,102,0.828722103156931,0.918015709741167
"cg00393585","CRBLM-FCTX",0.684889831998703,101,2.83037582603667e-15,6.73830590056447e-14
"cg00397545","CRBLM-FCTX",-0.028421352348315,102,0.776746664461184,0.891566778346293
"cg00398048","CRBLM-FCTX",0.53301137736262,102,8.06408055298726e-09,9.95277310355533e-08
"cg00407150","CRBLM-FCTX",0.0306431135672134,102,0.759804230013814,0.885043826008024
"cg00410921","CRBLM-FCTX",0.264747866061874,102,0.00716601515653049,0.0301920593622231
"cg00411097","CRBLM-FCTX",0.11323106343025,102,0.257158733562413,0.475413796479741
"cg00415993","CRBLM-FCTX",0.00193756831734912,102,0.984579987056822,0.991928198152323
"cg00427635","CRBLM-FCTX",0.212392118470448,102,0.0321023471749028,0.102491496426341
"cg00429618","CRBLM-FCTX",0.0619564553164941,102,0.536171719530589,0.739852151730318
"cg00430287","CRBLM-FCTX",0.147480028461811,102,0.139081594729493,0.313602249654482
"cg00431549","CRBLM-FCTX",-0.036000904313212,102,0.719425506833455,0.860521710545499
"cg00433406","CRBLM-FCTX",0.10348945667669,102,0.300625425852209,0.525332271513312
"cg00436603","CRBLM-FCTX",0.129769313559619,102,0.193615507386383,0.393609332311286
"cg00446235","CRBLM-FCTX",0.276495884068716,102,0.00490637393169223,0.021815611127612
"cg00451635","CRBLM-FCTX",0.00975053283317596,102,0.92251659550203,0.965544037693488
"cg00461841","CRBLM-FCTX",0.208500548022154,102,0.0354683047744504,0.110676213833781
"cg00463202","CRBLM-FCTX",-0.108450298199938,101,0.280350063862231,0.504544052000715
"cg00466249","CRBLM-FCTX",0.0146971552266631,102,0.88343787660244,0.949013406619446
"cg00466436","CRBLM-FCTX",0.0467815411261174,102,0.64056914570301,0.8089626754957
"cg00466492","CRBLM-FCTX",-0.00884493204348225,102,0.929693711526761,0.968416425628953
"cg00476577","CRBLM-FCTX",0.0871728042960348,102,0.383638595243182,0.610797097405423
"cg00480115","CRBLM-FCTX",0.00918829037901531,102,0.926971815215547,0.967420977308608
"cg00480356","CRBLM-FCTX",0.0760889778603754,102,0.447199060290071,0.665829711987439
"cg00498305","CRBLM-FCTX",0.0979221539803252,102,0.327514605957807,0.554328221559768
"cg00499822","CRBLM-FCTX",0.0528039050785544,102,0.598132031634954,0.78162140662244
"cg00503840","CRBLM-FCTX",0.262852854840742,102,0.00760610173410689,0.0315966493648905
"cg00511475","CRBLM-FCTX",0.146465417175314,101,0.143869598428708,0.321003052631133
"cg00518911","CRBLM-FCTX",0.170941304758392,102,0.0858306940205394,0.218893939617363
"cg00532335","CRBLM-FCTX",-0.110844530250791,101,0.269804744217933,0.491457997327485
"cg00534274","CRBLM-FCTX",0.221711869498031,102,0.0251212381394033,0.0850062098656578
"cg00539955","CRBLM-FCTX",0.469122455655708,102,6.57968358362339e-07,6.33649199326359e-06
"cg00548060","CRBLM-FCTX",0.236811521807902,102,0.016557240262798,0.0603837144887421
"cg00550617","CRBLM-FCTX",0.186810496715691,102,0.0601043991882982,0.166601437466382
"cg00554173","CRBLM-FCTX",0.0304990790041652,102,0.760899252939944,0.885293350604897
"cg00563926","CRBLM-FCTX",0.0957139049311867,102,0.338593177608222,0.565125267965324
"cg00563932","CRBLM-FCTX",-0.1027709223074,102,0.304011952719046,0.529649352991207
"cg00565075","CRBLM-FCTX",0.616668643093944,102,5.17468738164855e-12,8.95545528410764e-11
"cg00573606","CRBLM-FCTX",-0.0149033829592055,102,0.881814050976299,0.948121939266126
"cg00575744","CRBLM-FCTX",0.373185892269388,102,0.000111970622054339,0.000757780977539464
"cg00577167","CRBLM-FCTX",0.347415010970238,102,0.00034678012339134,0.00211495289818645
"cg00579393","CRBLM-FCTX",0.361072811382768,102,0.000192767885386732,0.0012487311912483
"cg00585790","CRBLM-FCTX",0.143662154329427,102,0.149720707594396,0.328740692236759
"cg00587613","CRBLM-FCTX",0.0372056774345152,102,0.710446532877189,0.856113627747692
"cg00592315","CRBLM-FCTX",0.671305197637479,102,1.15164231956919e-14,2.5843074061146e-13
"cg00594952","CRBLM-FCTX",0.057751667556466,102,0.564239211456517,0.759791411645619
"cg00597076","CRBLM-FCTX",0.00541720911672913,102,0.956905503011388,0.980160897051604
"cg00603172","CRBLM-FCTX",0.252593259776991,102,0.0104280401535515,0.0413419343365651
"cg00614413","CRBLM-FCTX",0.165585040215333,102,0.0962686323123672,0.238636303142179
"cg00615241","CRBLM-FCTX",0.191383261485001,102,0.0539913768419629,0.153745936483792
"cg00616135","CRBLM-FCTX",0.223297989124192,102,0.0240724833514298,0.082005138462366
"cg00625425","CRBLM-FCTX",0.0231338178113217,102,0.817476805466704,0.911895960890749
"cg00626119","CRBLM-FCTX",0.0422281562556012,102,0.67345183510006,0.831181343847179
"cg00629585","CRBLM-FCTX",0.202908122217153,102,0.0408209686916296,0.12392755717918
"cg00630164","CRBLM-FCTX",-0.0711200229857121,102,0.477502758316406,0.691626910594177
"cg00648883","CRBLM-FCTX",-0.071730276701229,102,0.473722483667617,0.688490377564649
"cg00658007","CRBLM-FCTX",0.137665463520556,102,0.167649229250831,0.355747152121987
"cg00666746","CRBLM-FCTX",0.00508705490034661,101,0.959733328188688,0.981140542645434
"cg00673191","CRBLM-FCTX",-0.0156776655175558,102,0.875721813396221,0.943952035124862
"cg00684178","CRBLM-FCTX",0.57642258378791,102,2.30253709179524e-10,3.38523478386197e-09
"cg00687674","CRBLM-FCTX",-0.0507812433717356,102,0.612244772566998,0.791244966475399
"cg00689014","CRBLM-FCTX",0.289416500379991,102,0.00317409500527245,0.0150978758364379
"cg00689340","CRBLM-FCTX",0.0261191433838446,101,0.795426128698092,0.898451670384515
"cg00698688","CRBLM-FCTX",-0.000564161220496936,102,0.995509907211659,0.997833449635818
"cg00705255","CRBLM-FCTX",0.221161936523705,102,0.0254938391903241,0.086018781152964
"cg00706536","CRBLM-FCTX",0.226932081121888,102,0.0218096993196517,0.075905981661073
"cg00714377","CRBLM-FCTX",0.110263292174945,102,0.269919510093814,0.491457997327485
"cg00718513","CRBLM-FCTX",0.244186655083316,102,0.01338593807844,0.0507108639643646
"cg00722300","CRBLM-FCTX",0.341919733367052,102,0.000435972053656654,0.00259480828889557
"cg00727590","CRBLM-FCTX",0.0499049244271051,102,0.6184038175266,0.795924622444027
"cg00729275","CRBLM-FCTX",0.125753343871714,102,0.20788591140086,0.413187373703548
"cg00729708","CRBLM-FCTX",0.910581806473307,102,3.71739631833606e-40,4.35864718324903e-38
"cg00744433","CRBLM-FCTX",0.168012793565374,102,0.0914199469342187,0.230639887639315
"cg00745735","CRBLM-FCTX",0.198588531679217,102,0.0454028421212738,0.135371474601891
"cg00750606","CRBLM-FCTX",0.54783612577274,102,2.53407199436022e-09,3.31977588087973e-08
"cg00754253","CRBLM-FCTX",0.0471193414255229,102,0.638156169441213,0.807378590417936
"cg00757070","CRBLM-FCTX",-0.0392407860872929,102,0.695369292767083,0.845548867793005
"cg00767581","CRBLM-FCTX",0.0466188284248866,102,0.641732774432895,0.809501536334125
"cg00777121","CRBLM-FCTX",-0.0755977989014337,102,0.450145725415631,0.668634489032376
"cg00793648","CRBLM-FCTX",0.505527480833392,102,5.98432904727964e-08,6.58838104031491e-07
"cg00795812","CRBLM-FCTX",0.152644483110857,101,0.12753156025451,0.294641880588007
"cg00804392","CRBLM-FCTX",0.214565902677213,102,0.0303424433498913,0.0981421098696484
"cg00819362","CRBLM-FCTX",-0.0272158321110683,102,0.785984106215571,0.89385680362537
"cg00830029","CRBLM-FCTX",-0.0307290866100709,102,0.759150845623456,0.885043826008024
"cg00833777","CRBLM-FCTX",0.00465790196295127,102,0.962941246512077,0.982320462851081
"cg00837103","CRBLM-FCTX",-0.0581320489339952,102,0.561671718229615,0.757773515506211
"cg00839584","CRBLM-FCTX",0.0352584646736632,102,0.724977929422061,0.862762367163021
"cg00840403","CRBLM-FCTX",0.223491874031118,102,0.0239468871202336,0.0817996362664936
"cg00840516","CRBLM-FCTX",0.0513352751951652,102,0.608364705077983,0.78840300271228
"cg00848461","CRBLM-FCTX",0.0452882142903623,102,0.651280897623722,0.815187459262145
"cg00850538","CRBLM-FCTX",-0.0893479425244567,102,0.371837622856408,0.600316162201912
"cg00852964","CRBLM-FCTX",0.317403325790532,102,0.00115164387126287,0.00617281114996899
"cg00882451","CRBLM-FCTX",-0.0483302560996433,102,0.629537483394578,0.800990397594999
"cg00891541","CRBLM-FCTX",0.0960533941338049,98,0.346777884653092,0.573705545949224
"cg00892393","CRBLM-FCTX",0.0377437665726893,102,0.706448909773045,0.853097653881046
"cg00896220","CRBLM-FCTX",0.824447638939709,102,1.81807187913951e-26,1.00314789566639e-24
"cg00899659","CRBLM-FCTX",0.23650235869464,102,0.016703297769974,0.0607746055400914
"cg00903242","CRBLM-FCTX",0.199692583852564,101,0.0452719281890061,0.135152987400661
"cg00910168","CRBLM-FCTX",0.25225782075141,102,0.0105340585653577,0.0416654974050088
"cg00929606","CRBLM-FCTX",-0.108505774479672,101,0.280102642860827,0.504544052000715
"cg00931491","CRBLM-FCTX",-0.0666058879800247,102,0.505964081566059,0.717528553437129
"cg00933411","CRBLM-FCTX",0.166866041776192,102,0.0936855703454477,0.233646537540189
"cg00936626","CRBLM-FCTX",0.132139508421088,102,0.185533104467634,0.383664135781836
"cg00949554","CRBLM-FCTX",0.144021649576098,102,0.148693575496976,0.327097968612015
"cg00953256","CRBLM-FCTX",-0.0197775404202157,101,0.844369911474056,0.929675706370075
"cg00955451","CRBLM-FCTX",0.0764435840728432,102,0.445078451235054,0.6635149193555
"cg00969446","CRBLM-FCTX",0.214182319375093,102,0.0306469249585949,0.0989222835896835
"cg00970385","CRBLM-FCTX",0.548645315783228,102,2.37503267978356e-09,3.12890541241149e-08
"cg00973286","CRBLM-FCTX",-0.061734447561724,102,0.537636159966034,0.740787184621635
"cg00983899","CRBLM-FCTX",0.0647039455879759,102,0.51821359730209,0.725303186015794
"cg00986320","CRBLM-FCTX",-0.110804395946992,102,0.267561557373907,0.489034958723158
"cg00987015","CRBLM-FCTX",-0.120928861861799,102,0.22600338829109,0.437095212818644
"cg00995065","CRBLM-FCTX",0.346404412103312,102,0.000361802267612207,0.00220370472091072
"cg00995152","CRBLM-FCTX",-0.0424088239694375,102,0.672134820700416,0.829992709079766
"cg00995520","CRBLM-FCTX",-0.0122896272343719,102,0.902428563480681,0.958251669410163
"cg01001286","CRBLM-FCTX",0.0998029733625056,101,0.320707680033888,0.548348166007632
"cg01015871","CRBLM-FCTX",0.233023133627854,102,0.0184253362476784,0.0660159106200241
"cg01017147","CRBLM-FCTX",-0.0636669592719492,102,0.524955377686253,0.730792734149161
"cg01026744","CRBLM-FCTX",0.916262476597647,102,1.60982888315664e-41,2.15717070342989e-39
"cg01035238","CRBLM-FCTX",0.185427404452148,102,0.062060917687382,0.170713022846816
"cg01036012","CRBLM-FCTX",0.690099276324531,102,1.0330416498529e-15,2.60482007409145e-14
"cg01063813","CRBLM-FCTX",0.269250839606607,102,0.00620935632743261,0.02684044347987
"cg01071811","CRBLM-FCTX",0.112821213635721,102,0.258896023127908,0.477527211990532
"cg01081263","CRBLM-FCTX",0.142273218657501,101,0.155822791169464,0.339122455027742
"cg01095395","CRBLM-FCTX",0.229187651971687,102,0.0204989904677622,0.071907453473302
"cg01109219","CRBLM-FCTX",0.345365473216678,102,0.000377868442773265,0.00228966795427211
"cg01112778","CRBLM-FCTX",-0.0254149376512313,102,0.799838752467724,0.901524573197218
"cg01114088","CRBLM-FCTX",0.306638677831481,102,0.00172084070499409,0.00880124635378656
"cg01120308","CRBLM-FCTX",-0.0460251102951809,102,0.645986046375537,0.812898995841499
"cg01120761","CRBLM-FCTX",0.930021521094527,102,2.87098851704175e-45,5.17882159420223e-43
"cg01126560","CRBLM-FCTX",-0.0590580662160606,102,0.555444660666172,0.752465470399869
"cg01129847","CRBLM-FCTX",0.151335525665944,102,0.128929672660236,0.29728621670428
"cg01136458","CRBLM-FCTX",0.213819095034592,102,0.0309376241525403,0.0996548470298174
"cg01138020","CRBLM-FCTX",-0.0635056076110094,102,0.526008337948571,0.731662766564524
"cg01143454","CRBLM-FCTX",0.298810257211606,102,0.00228338862569531,0.0113643212847926
"cg01148741","CRBLM-FCTX",0.137258846463434,102,0.168920039894754,0.357668165736522
"cg01152019","CRBLM-FCTX",0.0924557937978,102,0.355365969172031,0.5819365905785
"cg01161611","CRBLM-FCTX",0.0711758897923543,102,0.47715601155877,0.691338181714746
"cg01169610","CRBLM-FCTX",0.0163917745944256,102,0.870109449116418,0.941870680057053
"cg01169624","CRBLM-FCTX",-0.00667426206415872,102,0.946918681499569,0.975197324601006
"cg01169778","CRBLM-FCTX",0.201806528810852,101,0.042995037700368,0.129343634903609
"cg01172899","CRBLM-FCTX",-0.0574597876378318,102,0.566213104551092,0.760498528640858
"cg01185754","CRBLM-FCTX",0.193326393318266,102,0.0515532573697514,0.148790632039467
"cg01192952","CRBLM-FCTX",0.168490093745405,102,0.090489830298256,0.228909009762039
"cg01193293","CRBLM-FCTX",0.123486841560093,102,0.216263778718003,0.423674654213633
"cg01200177","CRBLM-FCTX",0.272678515373801,102,0.00555889249052163,0.0243656128790154
"cg01214209","CRBLM-FCTX",0.090245002919227,102,0.367036007101816,0.59529284447256
"cg01214847","CRBLM-FCTX",0.173180962455673,102,0.0817424963302596,0.210528450186116
"cg01216369","CRBLM-FCTX",0.178759540596183,101,0.0736816031429446,0.195015078295942
"cg01243790","CRBLM-FCTX",0.248758816272335,102,0.01169749125599,0.0452650445466941
"cg01254505","CRBLM-FCTX",0.160377459637398,102,0.107351634616649,0.258592278557825
"cg01269048","CRBLM-FCTX",-0.0104040523318117,102,0.917341111541971,0.965124017104942
"cg01269795","CRBLM-FCTX",0.0834810717163107,102,0.404177366860753,0.626801748352906
"cg01281904","CRBLM-FCTX",0.24508301214433,102,0.0130391297853973,0.0496779193286053
"cg01288089","CRBLM-FCTX",0.0494624708540781,102,0.621523617465092,0.797304640566543
"cg01293143","CRBLM-FCTX",-0.0295624536381166,102,0.768031370404476,0.887718250364843
"cg01294702","CRBLM-FCTX",0.217836894026094,102,0.0278484420303567,0.0921730367836083
"cg01302245","CRBLM-FCTX",0.102289308029445,102,0.306295766174837,0.532047090133327
"cg01305421","CRBLM-FCTX",-0.0497903240613053,102,0.619211233282744,0.796516918292943
"cg01305547","CRBLM-FCTX",0.294045724307385,102,0.00270221040560442,0.0131058601885054
"cg01305625","CRBLM-FCTX",0.150069501983207,102,0.132198725020837,0.302150107381933
"cg01309152","CRBLM-FCTX",0.243089527828733,102,0.0138213320312882,0.0519823955306671
"cg01309153","CRBLM-FCTX",-0.0531298557116296,102,0.595871450550779,0.779935144085371
"cg01318557","CRBLM-FCTX",0.120868197774548,102,0.226238052038994,0.437149041325596
"cg01320507","CRBLM-FCTX",-0.131691221051459,102,0.187042615545308,0.385273551088212
"cg01321151","CRBLM-FCTX",-0.0483831239505763,102,0.629162315023076,0.800990397594999
"cg01324261","CRBLM-FCTX",-0.235672627049817,102,0.0171008066471872,0.0619326511006239
"cg01333011","CRBLM-FCTX",0.0250426811936686,102,0.802710506235587,0.903132784707738
"cg01335367","CRBLM-FCTX",0.0302698476566892,102,0.762642956949934,0.886178338774497
"cg01337047","CRBLM-FCTX",0.133059434284726,102,0.182463276160179,0.378819285166551
"cg01344171","CRBLM-FCTX",0.0803130669845056,102,0.422308395635094,0.645575741697715
"cg01346152","CRBLM-FCTX",0.121546670994168,102,0.22362328971847,0.434282910467753
"cg01346718","CRBLM-FCTX",0.158778014894466,102,0.110948333190141,0.264270026745435
"cg01348086","CRBLM-FCTX",-0.0358780924696745,102,0.720342972854749,0.860696076172741
"cg01351032","CRBLM-FCTX",0.0764667930222115,102,0.444939854721954,0.6635149193555
"cg01353448","CRBLM-FCTX",0.0990434816557641,102,0.32197876882557,0.549719849214389
"cg01381846","CRBLM-FCTX",0.330711502071951,50,0.0189880772306091,0.0677732741336049
"cg01399317","CRBLM-FCTX",0.47813783466119,102,3.72806130212513e-07,3.69909403215384e-06
"cg01402255","CRBLM-FCTX",0.0629613120725577,102,0.529568166292916,0.735685633860715
"cg01414934","CRBLM-FCTX",0.129175927065074,102,0.195678232679504,0.396428039424136
"cg01416012","CRBLM-FCTX",0.308671268439216,102,0.00159697560001037,0.00826690459608019
"cg01420388","CRBLM-FCTX",-0.098824561719288,102,0.323054792921225,0.550955265018381
"cg01422337","CRBLM-FCTX",0.192297198120219,102,0.0528330725071293,0.151089701255144
"cg01429391","CRBLM-FCTX",0.0293398928756916,102,0.769728976059056,0.888248104756369
"cg01432087","CRBLM-FCTX",0.216597974201748,102,0.0287717878573972,0.0942974738303236
"cg01441777","CRBLM-FCTX",-0.136183425812199,102,0.172315366592451,0.361754283490865
"cg01443452","CRBLM-FCTX",0.664504258214555,102,2.64071937164276e-14,5.78737095934792e-13
"cg01443630","CRBLM-FCTX",0.15736865692937,102,0.114194620253525,0.270627978266313
"cg01446393","CRBLM-FCTX",0.211456535919392,102,0.0328859030605243,0.104283222010723
"cg01447817","CRBLM-FCTX",0.0263522428528293,102,0.792619834743701,0.897052853510608
"cg01454134","CRBLM-FCTX",0.0571606232071015,102,0.568239641114017,0.760789014223449
"cg01472101","CRBLM-FCTX",0.0196343784098513,102,0.8447100079781,0.929755911151676
"cg01476044","CRBLM-FCTX",0.0287448850203506,102,0.774272781137238,0.891126219272061
"cg01484156","CRBLM-FCTX",0.149757415532521,102,0.133014210148653,0.30325667981137
"cg01494593","CRBLM-FCTX",0.438525182805184,101,4.50073668911148e-06,3.8325298430378e-05
"cg01495509","CRBLM-FCTX",-0.160277735587188,102,0.107573193331681,0.258968871914959
"cg01500097","CRBLM-FCTX",0.123011293243595,102,0.218051550360798,0.426286690784554
"cg01512854","CRBLM-FCTX",0.452621193895198,102,1.7861798090437e-06,1.63937050967025e-05
"cg01517033","CRBLM-FCTX",0.340810295615901,102,0.000456360440534449,0.00270733591906938
"cg01525376","CRBLM-FCTX",-0.0237821080204755,102,0.812454423182064,0.908179225621297
"cg01530101","CRBLM-FCTX",0.130659501615621,102,0.190550606518787,0.389743717650725
"cg01541443","CRBLM-FCTX",0.239079629717136,102,0.0155191058166186,0.0572206024213374
"cg01545079","CRBLM-FCTX",0.068895675664355,102,0.491418244369014,0.70561378829483
"cg01546046","CRBLM-FCTX",0.146315442235778,102,0.142264270884111,0.31924374662511
"cg01546430","CRBLM-FCTX",0.177091623693007,102,0.0749783521793595,0.197413630644043
"cg01549015","CRBLM-FCTX",0.250015659787043,102,0.0112672727878291,0.0438535347509699
"cg01556075","CRBLM-FCTX",0.0689419592796042,102,0.4911265265579,0.705477307674288
"cg01561916","CRBLM-FCTX",0.312273204027592,102,0.00139716199646423,0.00734606475719419
"cg01565918","CRBLM-FCTX",0.0172248695107587,102,0.863570098246028,0.937841938010547
"cg01566404","CRBLM-FCTX",0.117516977819756,102,0.239468316750875,0.45286548611355
"cg01572266","CRBLM-FCTX",-0.131019133068963,102,0.189322432795307,0.387738162863567
"cg01578324","CRBLM-FCTX",0.306231550233851,102,0.00174667281937006,0.00892363346715206
"cg01580044","CRBLM-FCTX",0.313745160782414,102,0.00132225788931876,0.006995920309753
"cg01581111","CRBLM-FCTX",-0.093674225421477,102,0.349033976214096,0.57619477241961
"cg01589580","CRBLM-FCTX",0.206594082430683,102,0.0372226016002209,0.115090542949747
"cg01600189","CRBLM-FCTX",0.712387162978178,102,4.61965630583014e-17,1.35413675464646e-15
"cg01601573","CRBLM-FCTX",0.183000732213661,102,0.0656189186825605,0.177583801858747
"cg01603095","CRBLM-FCTX",0.0798369162219263,102,0.425073484728416,0.648112692905159
"cg01605984","CRBLM-FCTX",0.116810905770866,102,0.242322982917964,0.45679051040404
"cg01612158","CRBLM-FCTX",0.109295018684937,102,0.274173872411192,0.496253589668858
"cg01617750","CRBLM-FCTX",0.162391723423371,100,0.106476507438036,0.257204478090312
"cg01618851","CRBLM-FCTX",-0.185816826487278,101,0.0628248705546383,0.172409972440757
"cg01623187","CRBLM-FCTX",0.348453216832067,102,0.00033194772136088,0.0020350781871667
"cg01625242","CRBLM-FCTX",0.183458105739722,102,0.064935936293512,0.176652866134902
"cg01635061","CRBLM-FCTX",0.0296562109752025,102,0.767316553869447,0.887562094925548
"cg01636591","CRBLM-FCTX",0.246386754278267,102,0.0125486790204599,0.0481066963844213
"cg01638025","CRBLM-FCTX",0.0968559300708996,102,0.332834493125182,0.558895013518476
"cg01655355","CRBLM-FCTX",-0.0588339422091579,102,0.556948745231325,0.753733738465955
"cg01656216","CRBLM-FCTX",-0.0250459227643393,102,0.802685487912226,0.903132784707738
"cg01656750","CRBLM-FCTX",0.0546254678277119,102,0.585548407521656,0.772930490086284
"cg01656853","CRBLM-FCTX",0.149202104376668,102,0.134474720074545,0.305713251163168
"cg01657380","CRBLM-FCTX",0.0454251025451096,102,0.650295987169917,0.814606885637529
"cg01658815","CRBLM-FCTX",0.0588227812803077,102,0.5570236967,0.753733738465955
"cg01671575","CRBLM-FCTX",-0.0161105092521627,102,0.872319231629208,0.942905270650289
"cg01679262","CRBLM-FCTX",0.213607455636122,102,0.0311080778353556,0.100066450650081
"cg01680823","CRBLM-FCTX",0.116347550474274,102,0.244209101513059,0.458870467185997
"cg01684579","CRBLM-FCTX",0.0215803125278878,102,0.829541701041165,0.918015709741167
"cg01684901","CRBLM-FCTX",0.113355823037601,102,0.256631482654113,0.475344889499172
"cg01693350","CRBLM-FCTX",0.122699805973389,102,0.219228208240286,0.428051747146937
"cg01704534","CRBLM-FCTX",0.225699556371069,102,0.0225558013304342,0.077898901502015
"cg01713938","CRBLM-FCTX",0.344827770562777,102,0.000386438987240753,0.00233761424159774
"cg01714513","CRBLM-FCTX",0.188440447645443,102,0.0578636391037412,0.162282766109581
"cg01720228","CRBLM-FCTX",0.28335512643112,102,0.00390332426460253,0.0180005809252565
"cg01720520","CRBLM-FCTX",0.220592811025116,102,0.0258843921988832,0.086829523965197
"cg01724150","CRBLM-FCTX",0.0648764495162625,102,0.517096386983781,0.725017056787425
"cg01726775","CRBLM-FCTX",0.0877349669411579,102,0.380567212133983,0.60813072560997
"cg01727899","CRBLM-FCTX",0.375013130357812,102,0.000102967348416731,0.000700895303446256
"cg01731685","CRBLM-FCTX",0.0513849829236463,102,0.60801711350875,0.788170332326157
"cg01734338","CRBLM-FCTX",0.385036264158553,102,6.4435657877217e-05,0.00045512535458456
"cg01737532","CRBLM-FCTX",0.33945192116294,102,0.000482515688546325,0.00283939595894889
"cg01739167","CRBLM-FCTX",0.0995378718628309,102,0.319557254058409,0.546979387421146
"cg01747665","CRBLM-FCTX",0.199001657122153,102,0.0449469348704174,0.134353807866321
"cg01753375","CRBLM-FCTX",0.124086771887144,102,0.214023264896204,0.420867552353542
"cg01757745","CRBLM-FCTX",0.218355862459046,102,0.0274692090092182,0.091046353535854
